edad_piloto,experiencia_piloto,peso_piloto,altura_piloto,presupuesto_equipo_millones,potencia_motor_hp,peso_coche_kg,downforce_kg,eficiencia_combustible,temperatura_pista_c,tipo_neumaticos,condiciones_climaticas,tiempo_vuelta_segundos,puntos_carrera,termino_podio,posicion_final,desgaste_neumaticos_vuelta,imc_piloto,relacion_potencia_peso,experiencia_edad_ratio,tipo_neumaticos_soft,tipo_neumaticos_medium,tipo_neumaticos_hard,condiciones_lluvia
34,3,71.7,170.3,241.57,931.0,673.2,325.5,0.914,18,Hard,Lluvia intensa,60.223,11.6,0,7.0,0.6326,24.7,1.383,0.088,0,0,1,1
39,13,67.8,154.7,159.68,959.0,769.1,319.9,0.402,29,Soft,Lluvia ligera,66.26,15.6,1,1.0,0.797,28.3,1.247,0.333,1,0,0,1
25,10,74.2,176.1,79.93,797.0,690.8,344.1,0.778,41,Medium,Nublado,68.335,13.0,1,1.0,0.7158,23.9,1.154,0.4,0,1,0,0
22,4,65.4,189.9,246.86,792.0,749.0,430.2,0.707,34,Medium,Nublado,61.512,10.4,1,1.0,0.7462,18.1,1.057,0.182,0,1,0,0
31,4,74.2,184.5,125.39,785.0,753.5,413.8,0.998,37,Intermediate,Lluvia intensa,61.974,11.6,1,2.0,0.7092,21.8,1.042,0.129,0,0,0,1
29,5,68.8,165.4,191.42,830.0,733.2,339.1,0.738,16,Soft,Nublado,70.517,5.8,1,2.0,0.6691,25.1,1.132,0.172,1,0,0,0
35,2,72.8,163.3,172.72,978.0,851.5,386.9,0.982,37,Soft,Soleado,66.462,10.8,1,17.0,0.8598,27.3,1.149,0.057,1,0,0,0
32,6,76.5,160.6,4.36,925.0,753.6,494.4,0.903,35,Medium,Soleado,53.454,13.5,1,1.0,0.6544,29.7,1.227,0.188,0,1,0,0
27,11,68.0,167.6,63.68,712.0,870.1,369.7,0.957,17,Medium,Nublado,81.134,15.4,1,1.0,0.8089,24.2,0.818,0.407,0,1,0,0
27,11,70.6,174.4,148.28,948.0,778.1,285.4,0.652,18,Soft,Nublado,74.868,15.0,1,1.0,0.7741,23.2,1.218,0.407,1,0,0,0
29,5,73.0,174.6,185.3,774.0,700.9,304.6,0.838,37,Soft,Soleado,68.812,14.3,1,1.0,0.7369,23.9,1.104,0.172,1,0,0,0
28,6,68.6,174.0,141.12,838.0,632.3,355.4,0.906,41,Intermediate,Lluvia intensa,58.568,15.9,1,1.0,0.6109,22.7,1.325,0.214,0,0,0,1
38,9,75.8,178.9,157.04,925.0,737.7,316.5,0.572,17,Hard,Soleado,71.047,16.1,1,1.0,0.7136,23.7,1.254,0.237,0,0,1,0
39,13,76.0,177.5,139.4,798.0,806.1,238.4,0.879,41,Hard,Lluvia intensa,84.581,10.2,1,1.0,0.879,24.1,0.99,0.333,0,0,1,1
34,7,70.0,176.3,175.83,792.0,850.1,355.6,0.94,35,Soft,Nublado,77.621,11.2,1,1.0,0.8573,22.5,0.932,0.206,1,0,0,0
41,18,70.1,166.1,219.24,890.0,641.7,254.0,0.939,27,Soft,Soleado,70.844,22.2,1,1.0,0.6585,25.4,1.387,0.439,1,0,0,0
27,16,69.4,183.0,191.27,753.0,653.3,302.2,0.812,20,Medium,Soleado,67.328,15.1,1,1.0,0.6774,20.7,1.153,0.593,0,1,0,0
18,5,71.2,186.2,109.07,933.0,724.0,192.7,0.881,39,Wet,Nublado,78.877,16.4,1,4.0,0.812,20.5,1.289,0.278,0,0,0,0
33,4,84.8,169.2,20.21,852.0,722.4,353.2,0.794,36,Medium,Soleado,63.877,10.2,0,1.0,0.7395,29.6,1.179,0.121,0,1,0,0
38,5,64.6,167.2,150.26,811.0,705.1,332.6,0.742,24,Hard,Lluvia intensa,66.47,17.1,1,1.0,0.6633,23.1,1.15,0.132,0,0,1,1
21,12,74.7,167.8,153.1,850.0,778.2,287.0,0.816,26,Wet,Soleado,78.206,18.5,1,1.0,0.7772,26.5,1.092,0.571,0,0,0,0
37,9,69.2,170.3,109.48,916.0,748.3,419.9,0.468,31,Hard,Soleado,60.995,11.5,1,1.0,0.7111,23.9,1.224,0.243,0,0,1,0
22,4,69.3,179.3,192.19,1057.0,825.8,441.0,0.668,25,Medium,Lluvia ligera,54.25,8.1,1,1.0,0.7646,21.6,1.28,0.182,0,1,0,1
27,16,67.8,184.8,144.98,770.0,724.7,398.4,0.765,34,Hard,Soleado,63.013,13.7,1,1.0,0.6842,19.9,1.063,0.593,0,0,1,0
33,8,75.4,170.0,98.1,862.0,731.0,254.4,0.801,28,Medium,Lluvia ligera,76.475,13.5,1,1.0,0.7648,26.1,1.179,0.242,0,1,0,1
23,16,65.3,180.5,194.72,805.0,680.9,375.1,0.637,30,Hard,Nublado,62.481,19.4,1,1.0,0.6738,20.0,1.182,0.696,0,0,1,0
36,19,66.0,171.0,163.48,596.0,772.1,337.2,0.832,22,Intermediate,Lluvia ligera,81.675,16.6,1,1.0,0.7678,22.6,0.772,0.528,0,0,0,1
30,4,64.0,181.6,50.79,728.0,760.8,461.0,0.726,43,Wet,Soleado,66.084,7.4,1,1.0,0.7383,19.4,0.957,0.133,0,0,0,0
30,6,64.3,166.9,174.19,856.0,685.7,317.8,1.159,24,Hard,Nublado,65.607,22.1,1,1.0,0.6814,23.1,1.248,0.2,0,0,1,0
26,5,64.3,180.7,178.47,825.0,785.1,494.6,0.593,35,Soft,Lluvia ligera,55.104,11.0,1,1.0,0.6932,19.7,1.051,0.192,1,0,0,1
27,6,63.9,178.9,119.34,856.0,708.6,430.5,0.652,39,Intermediate,Soleado,58.076,10.1,1,1.0,0.6611,20.0,1.208,0.222,0,0,0,0
41,2,66.8,166.5,172.47,752.0,734.4,305.5,0.779,22,Soft,Soleado,75.638,9.9,1,4.0,0.726,24.1,1.024,0.049,1,0,0,0
21,15,69.4,167.4,182.47,830.0,767.2,356.7,0.763,31,Soft,Nublado,70.735,11.9,1,1.0,0.7312,24.8,1.082,0.714,1,0,0,0
41,13,77.6,179.7,193.87,963.0,688.2,265.5,0.675,23,Medium,Lluvia intensa,62.915,19.0,1,1.0,0.7001,24.0,1.399,0.317,0,1,0,1
27,1,63.1,170.3,133.18,978.0,762.7,360.6,0.884,27,Medium,Soleado,60.019,7.4,1,6.0,0.7247,21.8,1.282,0.037,0,1,0,0
23,13,67.6,183.6,150.34,912.0,804.4,201.6,0.737,28,Soft,Soleado,82.961,14.5,1,1.0,0.889,20.1,1.134,0.565,1,0,0,0
40,3,65.0,185.9,189.33,886.0,707.3,254.9,0.568,27,Hard,Nublado,69.767,15.2,0,7.0,0.7613,18.8,1.253,0.075,0,0,1,0
18,9,63.9,168.2,60.24,1063.0,661.3,343.7,0.611,27,Wet,Soleado,53.955,12.0,1,1.0,0.6213,22.6,1.607,0.5,0,0,0,0
40,6,75.3,172.4,101.13,1023.0,718.7,389.5,0.76,31,Soft,Soleado,52.23,11.6,1,4.0,0.6798,25.3,1.423,0.15,1,0,0,0
18,5,65.5,187.6,242.45,912.0,826.7,432.6,0.695,19,Soft,Lluvia ligera,61.01,15.7,1,1.0,0.7785,18.6,1.103,0.278,1,0,0,1
30,19,67.8,172.4,75.56,975.0,740.8,299.3,0.908,32,Soft,Lluvia ligera,67.36,19.5,1,1.0,0.7528,22.8,1.316,0.633,1,0,0,1
27,1,61.1,183.1,171.38,830.0,751.8,444.7,0.93,39,Hard,Soleado,60.563,16.5,0,1.0,0.672,18.2,1.104,0.037,0,0,1,0
29,11,70.4,175.8,130.57,833.0,795.0,550.7,0.83,31,Intermediate,Nublado,54.957,10.7,1,1.0,0.6806,22.8,1.048,0.379,0,0,0,0
37,8,70.0,170.6,29.2,873.0,616.9,401.5,0.802,42,Medium,Lluvia ligera,55.884,10.1,1,1.0,0.6132,24.1,1.415,0.216,0,1,0,1
26,4,73.4,169.2,91.79,947.0,707.3,319.2,0.792,23,Hard,Soleado,61.54,12.5,1,1.0,0.6308,25.6,1.339,0.154,0,0,1,0
20,13,62.8,174.9,133.31,918.0,865.4,380.2,0.62,23,Soft,Nublado,72.234,17.7,1,1.0,0.8067,20.5,1.061,0.65,1,0,0,0
23,9,69.1,160.8,77.9,768.0,691.6,295.3,0.709,33,Hard,Lluvia ligera,73.505,4.6,1,1.0,0.7123,26.7,1.11,0.391,0,0,1,1
35,14,77.4,172.9,151.84,920.0,774.5,463.4,0.539,41,Medium,Nublado,56.16,10.5,1,1.0,0.7283,25.9,1.188,0.4,0,1,0,0
19,18,63.9,168.3,87.34,651.0,781.9,293.5,0.813,17,Soft,Nublado,83.922,19.5,1,1.0,0.763,22.6,0.833,0.947,1,0,0,0
18,4,66.1,181.8,115.94,800.0,711.6,252.8,0.75,17,Hard,Nublado,76.476,16.1,1,1.0,0.7186,20.0,1.124,0.222,0,0,1,0
39,5,62.6,178.6,109.76,813.0,792.4,339.2,0.777,43,Medium,Nublado,74.301,12.1,0,5.0,0.8296,19.6,1.026,0.128,0,1,0,0
35,3,77.1,186.9,195.19,1128.0,825.2,630.5,0.834,40,Medium,Soleado,30.369,15.1,1,1.0,0.7091,22.1,1.367,0.086,0,1,0,0
24,8,71.3,171.7,195.17,831.0,785.3,402.0,0.634,39,Soft,Lluvia ligera,70.409,14.4,1,1.0,0.776,24.2,1.058,0.333,1,0,0,1
26,13,71.0,181.2,91.82,885.0,735.6,436.5,0.903,18,Soft,Soleado,55.594,19.3,1,1.0,0.6895,21.6,1.203,0.5,1,0,0,0
41,15,64.7,174.0,180.91,895.0,807.8,336.1,1.025,22,Soft,Lluvia ligera,71.464,21.9,1,1.0,0.8064,21.4,1.108,0.366,1,0,0,1
29,5,73.6,166.7,160.87,637.0,771.9,229.4,0.798,18,Medium,Lluvia ligera,92.018,7.7,1,1.0,0.7836,26.5,0.825,0.172,0,1,0,1
24,15,59.1,175.5,225.6,865.0,690.3,378.7,0.92,23,Soft,Nublado,59.088,20.9,1,1.0,0.6224,19.2,1.253,0.625,1,0,0,0
21,4,66.6,181.7,127.43,936.0,804.8,321.4,0.771,32,Soft,Nublado,70.922,13.8,1,6.0,0.8176,20.2,1.163,0.19,1,0,0,0
23,17,62.9,180.5,93.49,865.0,749.7,406.3,0.792,35,Hard,Lluvia ligera,61.47,12.1,1,1.0,0.7166,19.3,1.154,0.739,0,0,1,1
27,17,74.6,170.3,81.55,718.0,859.1,216.0,0.804,30,Soft,Soleado,96.305,15.2,1,1.0,0.8999,25.7,0.836,0.63,1,0,0,0
36,4,68.3,159.2,146.41,791.0,746.7,360.1,1.002,25,Soft,Soleado,72.741,14.1,1,3.0,0.7622,26.9,1.059,0.111,1,0,0,0
26,19,71.9,180.9,165.38,675.0,745.5,412.8,0.953,30,Medium,Soleado,72.212,15.1,1,1.0,0.7024,22.0,0.905,0.731,0,1,0,0
27,2,67.0,182.6,207.86,845.0,906.2,259.5,0.655,40,Medium,Nublado,95.439,12.0,1,3.0,0.9306,20.1,0.932,0.074,0,1,0,0
29,13,66.9,185.8,143.91,840.0,793.2,260.9,0.899,29,Soft,Nublado,84.413,17.9,1,1.0,0.8067,19.4,1.059,0.448,1,0,0,0
30,17,72.2,189.6,232.06,1021.0,741.8,340.3,0.814,32,Soft,Soleado,58.076,17.6,1,1.0,0.7187,20.1,1.376,0.567,1,0,0,0
31,3,74.4,184.2,142.35,893.0,770.7,242.8,0.9,33,Intermediate,Soleado,81.326,8.7,0,1.0,0.8365,21.9,1.159,0.097,0,0,0,0
27,4,65.4,170.3,186.36,814.0,730.8,290.6,0.716,30,Medium,Soleado,74.155,11.5,1,2.0,0.7405,22.6,1.114,0.148,0,1,0,0
26,7,61.9,167.7,138.33,969.0,753.6,325.4,0.768,16,Hard,Nublado,64.346,15.8,1,1.0,0.6998,22.0,1.286,0.269,0,0,1,0
25,12,73.6,178.5,132.51,986.0,817.1,405.1,0.753,25,Medium,Soleado,62.544,15.3,1,1.0,0.7371,23.1,1.207,0.48,0,1,0,0
22,18,69.9,172.4,205.1,672.0,729.6,350.5,0.657,44,Medium,Soleado,74.724,15.5,1,1.0,0.7828,23.5,0.921,0.818,0,1,0,0
36,17,68.7,184.1,93.87,794.0,740.1,200.1,0.704,31,Intermediate,Nublado,82.97,18.6,1,1.0,0.796,20.3,1.073,0.472,0,0,0,0
20,7,62.1,172.8,158.55,828.0,704.2,444.3,0.703,36,Soft,Lluvia ligera,56.284,18.5,1,1.0,0.6639,20.8,1.176,0.35,1,0,0,1
22,18,67.3,175.8,162.55,1023.0,692.8,266.9,0.56,22,Soft,Nublado,64.026,19.4,1,1.0,0.7144,21.8,1.477,0.818,1,0,0,0
39,7,64.3,162.6,202.12,866.0,806.0,266.7,0.983,40,Medium,Soleado,81.535,16.1,1,1.0,0.8988,24.3,1.074,0.179,0,1,0,0
25,3,65.5,181.4,213.9,762.0,767.0,292.6,0.935,18,Soft,Nublado,77.781,11.9,1,3.0,0.7313,19.9,0.993,0.12,1,0,0,0
30,8,70.8,161.9,156.53,868.0,785.9,386.9,1.118,41,Wet,Lluvia ligera,68.561,13.4,1,1.0,0.7734,27.0,1.104,0.267,0,0,0,1
22,2,71.7,170.0,248.81,725.0,763.4,462.6,0.849,37,Soft,Lluvia intensa,66.5,12.7,1,9.0,0.6409,24.8,0.95,0.091,1,0,0,1
20,6,63.0,185.4,184.05,786.0,795.0,344.7,0.861,30,Hard,Soleado,77.036,10.3,1,7.0,0.7983,18.3,0.989,0.3,0,0,1,0
25,2,74.4,171.6,76.85,1130.0,737.5,456.7,0.958,33,Medium,Lluvia ligera,37.209,14.7,1,3.0,0.6729,25.3,1.532,0.08,0,1,0,1
37,13,63.2,177.7,134.2,754.0,784.0,351.7,0.549,36,Medium,Nublado,79.303,18.5,1,1.0,0.7848,20.0,0.962,0.351,0,1,0,0
38,14,66.9,179.6,48.96,872.0,792.6,477.2,0.87,30,Soft,Soleado,58.775,12.2,1,1.0,0.6969,20.7,1.1,0.368,1,0,0,0
20,15,67.5,175.3,3.95,881.0,776.8,398.7,0.727,36,Soft,Soleado,64.943,15.2,1,1.0,0.779,22.0,1.134,0.75,1,0,0,0
20,3,72.3,171.0,190.49,774.0,720.1,395.8,0.627,34,Medium,Soleado,67.143,10.0,0,1.0,0.6873,24.7,1.075,0.15,0,1,0,0
22,15,74.0,178.3,98.43,900.0,763.2,299.8,0.87,16,Medium,Soleado,73.133,18.8,1,1.0,0.7256,23.3,1.179,0.682,0,1,0,0
25,7,67.3,175.4,144.22,916.0,754.6,456.6,1.062,38,Intermediate,Soleado,57.116,12.3,1,4.0,0.7327,21.9,1.214,0.28,0,0,0,0
22,15,68.3,178.7,179.74,851.0,673.0,488.4,0.858,17,Wet,Nublado,44.64,15.6,1,1.0,0.5867,21.4,1.264,0.682,0,0,0,0
24,19,65.8,162.5,175.36,915.0,750.2,300.5,0.531,15,Medium,Lluvia ligera,68.118,19.1,1,1.0,0.7292,24.9,1.22,0.792,0,1,0,1
20,11,79.9,177.0,62.66,697.0,760.1,264.2,0.924,15,Medium,Nublado,84.438,11.9,1,1.0,0.7617,25.5,0.917,0.55,0,1,0,0
38,1,73.5,173.4,140.81,915.0,729.1,378.0,1.097,23,Wet,Soleado,58.937,8.6,1,10.0,0.7138,24.4,1.255,0.026,0,0,0,0
24,3,71.1,166.8,72.74,821.0,779.2,412.7,0.414,33,Hard,Lluvia intensa,66.714,13.1,1,2.0,0.7308,25.6,1.054,0.125,0,0,1,1
27,1,61.9,164.9,132.98,856.0,719.0,90.7,0.79,37,Intermediate,Soleado,89.255,10.2,1,1.0,0.8259,22.8,1.191,0.037,0,0,0,0
18,4,73.8,174.7,214.28,584.0,768.2,424.2,0.494,16,Medium,Soleado,78.949,10.4,1,1.0,0.6928,24.2,0.76,0.222,0,1,0,0
38,17,72.4,193.2,84.18,898.0,715.0,339.3,0.827,27,Wet,Nublado,64.758,19.3,1,1.0,0.6985,19.4,1.256,0.447,0,0,0,0
19,15,64.3,163.4,121.23,872.0,689.3,244.2,0.771,18,Medium,Soleado,72.01,15.9,1,1.0,0.7316,24.1,1.265,0.789,0,1,0,0
27,10,63.0,161.8,122.56,790.0,787.8,324.6,0.723,41,Soft,Lluvia ligera,78.526,13.9,1,1.0,0.8321,24.1,1.003,0.37,1,0,0,1
21,4,72.5,170.6,213.23,698.0,810.7,214.5,0.853,26,Medium,Soleado,91.277,8.6,1,1.0,0.8581,24.9,0.861,0.19,0,1,0,0
41,9,79.1,195.6,142.09,725.0,751.1,318.2,0.841,42,Soft,Lluvia intensa,76.221,11.9,1,1.0,0.808,20.7,0.965,0.22,1,0,0,1
22,1,68.7,172.2,74.72,884.0,716.4,456.4,0.944,21,Medium,Nublado,53.359,15.9,1,1.0,0.6235,23.2,1.234,0.045,0,1,0,0
25,12,76.0,152.2,109.38,850.0,774.3,313.0,0.571,43,Medium,Lluvia ligera,75.55,8.4,1,1.0,0.8368,32.8,1.098,0.48,0,1,0,1
22,11,65.2,171.2,132.65,962.0,759.7,400.6,0.69,21,Intermediate,Lluvia ligera,59.013,11.7,1,1.0,0.6966,22.2,1.266,0.5,0,0,0,1
36,13,70.3,166.6,153.42,772.0,698.8,333.4,0.857,41,Soft,Lluvia ligera,65.589,13.9,1,1.0,0.7214,25.3,1.105,0.361,1,0,0,1
31,18,63.4,163.6,69.2,973.0,736.6,319.9,0.999,16,Soft,Soleado,62.631,10.1,1,1.0,0.7122,23.7,1.321,0.581,1,0,0,0
31,6,63.5,180.2,213.48,838.0,807.8,318.0,0.776,16,Soft,Lluvia intensa,78.049,15.1,1,1.0,0.793,19.6,1.037,0.194,1,0,0,1
22,8,70.1,180.3,81.69,840.0,777.5,403.9,0.929,23,Intermediate,Lluvia intensa,65.468,10.9,1,1.0,0.7116,21.6,1.08,0.364,0,0,0,1
25,11,67.8,170.7,125.76,592.0,713.7,332.2,0.92,38,Medium,Soleado,78.09,13.5,1,1.0,0.7109,23.3,0.829,0.44,0,1,0,0
29,12,69.4,169.7,97.85,921.0,770.0,280.1,0.77,37,Soft,Nublado,76.158,16.0,1,1.0,0.785,24.1,1.196,0.414,1,0,0,0
32,13,71.5,169.4,131.4,774.0,817.4,226.6,0.959,43,Intermediate,Nublado,89.024,17.8,1,1.0,0.9068,24.9,0.947,0.406,0,0,0,0
37,2,71.2,180.6,134.28,945.0,718.8,308.5,0.889,31,Soft,Nublado,64.337,17.2,0,1.0,0.7119,21.8,1.315,0.054,1,0,0,0
41,7,64.2,192.1,108.24,817.0,821.5,432.4,0.727,24,Intermediate,Lluvia ligera,64.107,13.3,1,1.0,0.7804,17.4,0.995,0.171,0,0,0,1
30,8,69.9,164.2,57.39,1088.0,765.0,328.4,0.644,30,Medium,Soleado,57.592,18.4,1,1.0,0.7588,25.9,1.422,0.267,0,1,0,0
24,1,71.3,182.1,184.74,810.0,700.6,338.7,0.862,24,Medium,Lluvia ligera,65.811,10.8,1,2.0,0.666,21.5,1.156,0.042,0,1,0,1
21,16,75.4,195.5,79.72,905.0,768.5,370.5,0.752,15,Medium,Soleado,65.738,12.9,1,1.0,0.7333,19.7,1.178,0.762,0,1,0,0
41,13,74.1,157.4,108.71,727.0,758.5,328.8,0.8,39,Soft,Nublado,78.095,11.5,1,1.0,0.7765,29.9,0.958,0.317,1,0,0,0
32,14,70.7,186.8,189.59,801.0,793.0,206.0,0.762,39,Intermediate,Nublado,88.001,17.3,1,1.0,0.8608,20.3,1.01,0.438,0,0,0,0
22,2,70.6,167.9,105.33,852.0,851.5,484.6,0.776,20,Soft,Nublado,62.627,17.8,1,1.0,0.714,25.0,1.001,0.091,1,0,0,0
38,19,64.8,166.5,135.0,818.0,901.8,315.6,0.543,15,Soft,Lluvia intensa,87.833,14.5,1,1.0,0.8458,23.4,0.907,0.5,1,0,0,1
20,3,76.9,158.0,207.17,848.0,716.1,338.7,0.671,36,Intermediate,Soleado,60.682,13.6,1,1.0,0.741,30.8,1.184,0.15,0,0,0,0
22,12,72.6,178.2,205.6,862.0,751.3,369.4,0.594,21,Intermediate,Soleado,61.069,17.1,1,1.0,0.7122,22.9,1.147,0.545,0,0,0,0
39,16,71.2,176.9,118.18,859.0,800.4,352.7,0.718,30,Medium,Soleado,73.318,17.1,1,1.0,0.7832,22.8,1.073,0.41,0,1,0,0
21,2,74.3,176.8,231.38,681.0,748.8,313.9,0.816,31,Medium,Nublado,77.217,11.6,1,2.0,0.7551,23.8,0.909,0.095,0,1,0,0
22,9,73.6,181.8,111.74,764.0,806.3,395.1,1.001,26,Medium,Soleado,73.656,10.3,1,1.0,0.751,22.3,0.948,0.409,0,1,0,0
35,19,70.8,168.9,196.96,1051.0,720.2,248.0,0.451,25,Soft,Nublado,63.701,17.7,1,1.0,0.7445,24.8,1.459,0.543,1,0,0,0
26,1,71.0,170.9,89.25,860.0,791.5,401.9,0.937,42,Intermediate,Soleado,64.845,8.1,0,6.0,0.7703,24.3,1.087,0.038,0,0,0,0
29,5,72.7,192.7,114.7,784.0,646.9,441.8,0.668,20,Medium,Lluvia ligera,56.366,12.4,1,5.0,0.5271,19.6,1.212,0.172,0,1,0,1
24,11,69.1,181.7,129.86,716.0,753.1,260.1,0.624,36,Soft,Lluvia intensa,83.021,19.1,1,1.0,0.804,20.9,0.951,0.458,1,0,0,1
40,1,74.5,164.1,266.84,963.0,863.6,355.7,0.703,35,Hard,Nublado,67.635,16.2,1,4.0,0.8612,27.7,1.115,0.025,0,0,1,0
25,5,72.4,170.3,226.61,823.0,768.8,352.6,0.752,43,Medium,Soleado,73.524,10.5,1,1.0,0.7722,25.0,1.07,0.2,0,1,0,0
33,12,67.9,155.5,228.62,845.0,738.9,494.3,0.778,21,Medium,Soleado,54.71,16.6,1,1.0,0.6205,28.1,1.144,0.364,0,1,0,0
23,14,68.9,177.9,150.85,805.0,654.4,377.1,0.826,18,Hard,Soleado,60.616,16.8,1,1.0,0.623,21.8,1.23,0.609,0,0,1,0
25,18,76.4,166.6,176.49,934.0,693.1,325.9,0.677,19,Medium,Soleado,64.362,18.3,1,1.0,0.6637,27.5,1.348,0.72,0,1,0,0
28,15,63.9,167.2,143.17,783.0,696.0,358.0,0.717,23,Soft,Soleado,68.174,12.5,1,1.0,0.674,22.9,1.125,0.536,1,0,0,0
20,5,67.6,185.9,174.27,949.0,801.5,432.0,0.783,32,Medium,Soleado,57.972,10.3,1,1.0,0.7479,19.6,1.184,0.25,0,1,0,0
25,18,70.6,174.8,180.3,895.0,764.0,340.5,1.051,25,Medium,Nublado,70.656,15.3,1,1.0,0.7135,23.1,1.171,0.72,0,1,0,0
34,15,76.5,181.9,74.85,940.0,823.6,243.9,0.973,43,Wet,Nublado,79.456,19.7,1,1.0,0.884,23.1,1.141,0.441,0,0,0,0
32,11,63.3,187.2,152.28,886.0,833.9,289.5,0.912,16,Soft,Nublado,78.771,13.0,1,1.0,0.8217,18.1,1.062,0.344,1,0,0,0
36,14,73.3,162.2,227.25,937.0,707.2,400.6,0.741,22,Intermediate,Lluvia intensa,55.971,12.3,1,1.0,0.686,27.9,1.325,0.389,0,0,0,1
32,19,60.4,180.5,152.92,1109.0,715.6,301.1,0.707,25,Hard,Nublado,56.305,17.2,1,1.0,0.7365,18.5,1.55,0.594,0,0,1,0
41,14,72.7,177.4,141.56,805.0,754.6,211.8,0.899,22,Hard,Soleado,83.136,17.7,1,1.0,0.7894,23.1,1.067,0.341,0,0,1,0
20,8,67.8,167.9,145.72,760.0,758.7,301.5,0.715,33,Soft,Lluvia intensa,75.634,12.6,1,2.0,0.7792,24.1,1.002,0.4,1,0,0,1
20,10,71.1,166.6,141.42,815.0,681.2,327.4,0.606,38,Soft,Lluvia ligera,67.366,15.7,1,1.0,0.6628,25.6,1.196,0.5,1,0,0,1
19,17,71.0,175.0,135.31,800.0,723.8,353.3,0.97,25,Medium,Nublado,68.264,14.3,1,1.0,0.7157,23.2,1.105,0.895,0,1,0,0
31,2,62.7,184.3,89.57,769.0,666.9,239.0,0.602,34,Medium,Soleado,81.534,12.8,0,7.0,0.7281,18.5,1.153,0.065,0,1,0,0
26,15,74.7,180.7,106.19,1012.0,748.6,438.0,0.953,44,Soft,Nublado,51.209,15.2,1,1.0,0.7216,22.9,1.352,0.577,1,0,0,0
20,15,76.6,186.1,130.75,861.0,801.3,355.8,0.711,36,Wet,Soleado,71.701,8.5,1,1.0,0.8268,22.1,1.075,0.75,0,0,0,0
21,1,75.4,164.9,192.41,809.0,755.5,153.9,0.705,30,Hard,Lluvia ligera,91.172,12.6,0,1.0,0.838,27.7,1.071,0.048,0,0,1,1
32,10,70.8,172.6,122.65,698.0,700.4,302.1,0.698,44,Hard,Soleado,74.963,9.2,1,1.0,0.745,23.8,0.997,0.312,0,0,1,0
38,11,66.9,162.2,128.13,898.0,727.2,261.3,0.611,23,Medium,Lluvia intensa,70.318,16.7,1,1.0,0.7645,25.4,1.235,0.289,0,1,0,1
21,1,72.8,173.2,90.17,781.0,803.9,344.0,0.79,32,Hard,Soleado,77.783,11.3,1,3.0,0.8405,24.3,0.972,0.048,0,0,1,0
40,4,62.0,164.5,90.5,661.0,770.1,374.0,0.803,29,Hard,Nublado,73.282,13.8,0,1.0,0.7597,22.9,0.858,0.1,0,0,1,0
27,14,66.4,166.1,188.67,877.0,817.5,322.8,0.97,21,Medium,Soleado,77.936,15.5,1,1.0,0.8185,24.1,1.073,0.519,0,1,0,0
37,9,60.3,162.2,165.91,853.0,744.9,363.1,0.895,18,Soft,Lluvia intensa,64.059,10.5,1,1.0,0.7202,22.9,1.145,0.243,1,0,0,1
24,19,71.1,172.4,189.33,816.0,791.2,380.5,0.605,42,Hard,Nublado,69.126,21.4,1,1.0,0.7983,23.9,1.031,0.792,0,0,1,0
25,13,70.0,153.0,176.48,790.0,803.2,368.8,0.853,42,Soft,Soleado,74.024,17.9,1,1.0,0.7842,29.9,0.984,0.52,1,0,0,0
24,7,61.5,177.2,156.41,881.0,710.0,307.1,0.802,18,Soft,Lluvia intensa,65.877,12.9,1,1.0,0.7001,19.6,1.241,0.292,1,0,0,1
27,16,72.3,183.8,76.73,893.0,782.1,380.6,1.031,16,Soft,Soleado,65.743,12.1,1,1.0,0.7313,21.4,1.142,0.593,1,0,0,0
21,13,73.7,180.3,65.86,658.0,765.8,526.4,0.6,23,Wet,Soleado,64.097,12.6,1,1.0,0.6092,22.7,0.859,0.619,0,0,0,0
21,10,74.2,173.8,217.59,796.0,726.5,493.1,0.725,43,Soft,Nublado,54.605,13.6,1,1.0,0.652,24.6,1.096,0.476,1,0,0,0
22,14,79.5,178.3,114.85,966.0,748.7,283.0,0.771,15,Hard,Lluvia ligera,69.848,11.9,1,1.0,0.7351,25.0,1.29,0.636,0,0,1,1
23,7,73.7,176.6,168.39,848.0,807.9,305.4,0.725,34,Soft,Soleado,77.721,15.5,1,1.0,0.8514,23.6,1.05,0.304,1,0,0,0
23,17,69.5,164.7,96.73,722.0,795.0,429.3,0.784,39,Intermediate,Nublado,71.533,16.6,1,1.0,0.7431,25.6,0.908,0.739,0,0,0,0
22,14,76.2,188.3,153.59,806.0,810.9,381.6,0.782,35,Soft,Lluvia intensa,71.062,17.6,1,1.0,0.803,21.5,0.994,0.636,1,0,0,1
35,2,68.1,168.5,53.11,843.0,670.9,406.7,0.865,28,Medium,Soleado,55.195,14.9,1,6.0,0.5892,24.0,1.257,0.057,0,1,0,0
19,12,68.8,182.2,154.69,864.0,769.6,387.8,0.62,43,Soft,Soleado,64.404,17.2,1,1.0,0.7589,20.7,1.123,0.632,1,0,0,0
34,13,74.6,179.4,98.48,765.0,777.7,366.3,0.661,27,Medium,Soleado,72.863,17.0,1,1.0,0.7302,23.2,0.984,0.382,0,1,0,0
31,2,61.6,169.2,185.85,951.0,815.0,364.1,0.478,32,Hard,Nublado,68.712,7.4,1,6.0,0.8166,21.5,1.167,0.065,0,0,1,0
